Event_description	A clause describing the event as a whole.@@@A description of the event as a whole.@@@Event_description@@@In general, this FE is used for phrases that describe the clause of the target as a whole and describes and describes the event more generally.@@@In general, this FE is used for phrases that describe the clause of the target as a whole. @@@In general, this FE is used for phrases that describe the clause of the target as a whole. There are two somewhat distinct subgroups of sentence modifiers that cover this function.@@@This FE applies to appraisals of the event, typically a judgment of its expectedness@@@This FE applies to appraisals of the event, typically a judgment of its expectedness. @@@This FE appraises the event.@@@This FE describes of the state of affairs denoted by the Departing event as role fillers in other frames; the state of affairs reported Departing event is understood to play a role in the state of affairs of the modifier. @@@This FE describes the event as a whole, often as a VPing.@@@This FE describes the event as a whole.@@@This FE describes the state of affairs denoted by the target as role fillers in other frames@@@This FE gives a description of the Intentionally_act event.@@@This FE gives a description of the confronting event as a whole.@@@This FE is used for phrases that describe the clause of the target as a whole, either appraisals of the event, or descriptions of the rejuvenation event as role fillers in other frames. 'Blair's career was miraculously revitalized, personal liberties were compromised, and the global neocon war-agenda moved forward.'@@@This FE marks the state of affairs reported by the Arriving Event as understood to play a role in the state of affairs of the modifier.@@@n general, this FE is used for phrases that describe the clause of the target as a whole.	A clause describing the event as a whole .@@@A description of the event as a whole .@@@Event_description@@@In general , this FE is used for phrases that describe the clause of the target as a whole and describes and describes the event more generally .@@@In general , this FE is used for phrases that describe the clause of the target as a whole .@@@In general , this FE is used for phrases that describe the clause of the target as a whole . There are two somewhat distinct subgroups of sentence modifiers that cover this function .@@@This FE applies to appraisals of the event , typically a judgment of its expectedness@@@This FE applies to appraisals of the event , typically a judgment of its expectedness .@@@This FE appraises the event .@@@This FE describes of the state of affairs denoted by the Departing event as role fillers in other frames ; the state of affairs reported Departing event is understood to play a role in the state of affairs of the modifier .@@@This FE describes the event as a whole , often as a VPing .@@@This FE describes the event as a whole .@@@This FE describes the state of affairs denoted by the target as role fillers in other frames@@@This FE gives a description of the Intentionally_act event .@@@This FE gives a description of the confronting event as a whole .@@@This FE is used for phrases that describe the clause of the target as a whole , either appraisals of the event , or descriptions of the rejuvenation event as role fillers in other frames . ' Blair 's career was miraculously revitalized , personal liberties were compromised , and the global neocon war - agenda moved forward . '@@@This FE marks the state of affairs reported by the Arriving Event as understood to play a role in the state of affairs of the modifier .@@@n general , this FE is used for phrases that describe the clause of the target as a whole .
Evidence	Words in this frame may occur with a PP headed by from which expresses the Evidence on which knowledge or belief is based: 'I have learned from experience that poison oak can be painful.'	Words in this frame may occur with a PP headed by from which expresses the Evidence on which knowledge or belief is based : ' I have learned from experience that poison oak can be painful . '
Exchanger_1	In cases where the Exchangers involved in a conversation are construed as two separate groups with different levels of volitionality or control, this FE identifies the conversational participant with greater semantic and syntactic prominence, as compared with Exchanger_2. That is, Exchanger_1 is generally encoded as Subject, and peripheral FEs that do not make reference to the event itself generally make reference to Exchanger_1. Thus a Purpose (or Means, Depictive, or Manner) is construed to be that of Exchanger_1, not necessarily that of Exchanger_2 or the group of Exchangers as a whole. 	In cases where the Exchangers involved in a conversation are construed as two separate groups with different levels of volitionality or control , this FE identifies the conversational participant with greater semantic and syntactic prominence , as compared with Exchanger_2 . That is , Exchanger_1 is generally encoded as Subject , and peripheral FEs that do not make reference to the event itself generally make reference to Exchanger_1 . Thus a Purpose ( or Means , Depictive , or Manner ) is construed to be that of Exchanger_1 , not necessarily that of Exchanger_2 or the group of Exchangers as a whole .
Exchanger_2	In cases where the Exchangers involved in a conversation are construed as two separate groups with different levels of volitionality or control, Exchanger_2 refers to the semantically and grammatically less prominent group. It is generally encoded within a prepositional phrase (e.g. headed by with). Note that it is possible for a single role to correspond to multiple referents. For example, if the prepositional object in the example below were plural, we would still assign it the single role Exchanger_2. 'The trade with Cuba went exactly as planned. ' 	In cases where the Exchangers involved in a conversation are construed as two separate groups with different levels of volitionality or control , Exchanger_2 refers to the semantically and grammatically less prominent group . It is generally encoded within a prepositional phrase ( e.g. headed by with ) . Note that it is possible for a single role to correspond to multiple referents . For example , if the prepositional object in the example below were plural , we would still assign it the single role Exchanger_2 . ' The trade with Cuba went exactly as planned . '
Exchangers	In some sentences both participants are expressed by the Subject, and there is no 'with'-phrase (cf example 1). In sentences like this, the Subject is assigned the FE role Exchangers. In such sentences, the Subject always denotes more than one person, and it is understood that the reciprocal communication takes place between these two (or more) people. The Subject may denote two or more people either through conjunction, as in example 1, or through plurality, as in example 2, or by denoting a group, as in example 3. In each of these cases the FE Exchangers is assigned. Notice that for nouns in the Exchange frame, it is possible for the Exchangers role to be expressed by a prepositional phrase as in example 4. 'Smithers and Kornfeldt traded Pez dispensers.' 'My neighbors swappedlawn mowers .' 'The group exchanged phone numbers.' 'The prisoner exchange between North and South Dakota went bad somehow.' 	In some sentences both participants are expressed by the Subject , and there is no ' with'-phrase ( cf example 1 ) . In sentences like this , the Subject is assigned the FE role Exchangers . In such sentences , the Subject always denotes more than one person , and it is understood that the reciprocal communication takes place between these two ( or more ) people . The Subject may denote two or more people either through conjunction , as in example 1 , or through plurality , as in example 2 , or by denoting a group , as in example 3 . In each of these cases the FE Exchangers is assigned . Notice that for nouns in the Exchange frame , it is possible for the Exchangers role to be expressed by a prepositional phrase as in example 4 . ' Smithers and Kornfeldt traded Pez dispensers . ' ' My neighbors swappedlawn mowers . ' ' The group exchanged phone numbers . ' ' The prisoner exchange between North and South Dakota went bad somehow . '
Executed	The Executed is the person who is killed by the Executioner in retribution for the crime that the Executed was convicted of. 'He was to be hanged in the morning.' 	The Executed is the person who is killed by the Executioner in retribution for the crime that the Executed was convicted of . ' He was to be hanged in the morning . '
Execution	The punishment of death given to the Executed by the Executioner.	The punishment of death given to the Executed by the Executioner .
Executioner	The Executioner is the individual who performs the execution. 'The truth is, we have all put them to death.'	The Executioner is the individual who performs the execution . ' The truth is , we have all put them to death . '
Expected_entity	An entity or state-of-affairs that the Perceiver_agentive hopes, fears, or expects to find within the Phenomenon. 'Watch for little errors with hand position.' 'While Bertha was n't looking, he carefully smelt the soup for any trace of the poison.'	An entity or state - of - affairs that the Perceiver_agentive hopes , fears , or expects to find within the Phenomenon . ' Watch for little errors with hand position . ' ' While Bertha was n't looking , he carefully smelt the soup for any trace of the poison . '
Experiencer	The Experiencer feels an emotion as caused by the Agent. 'You will perhaps be affronted by my frankness'@@@The being or entity that is injured. 'The squirrel abraded its tail as it twitched nervously in the confined space.' 'Then I cut myself on an envelope.'@@@This FE identifies the experiencer within the emergency action chain, often relating the person or group who feels or is threatened by the emergency.	The Experiencer feels an emotion as caused by the Agent . ' You will perhaps be affronted by my frankness '@@@The being or entity that is injured . ' The squirrel abraded its tail as it twitched nervously in the confined space . ' ' Then I cut myself on an envelope . '@@@This FE identifies the experiencer within the emergency action chain , often relating the person or group who feels or is threatened by the emergency .
Explanation	 A state of affairs that the Agent is responding to in dispersing the Individuals@@@A cause, reason, or other explanation for the enforcing of the Rule.@@@A cause, reason, or other explanation for the implementation of the Plan@@@A fact or action somehow related to the Victim that the Agent responds to by causing harm to the Victim. 'She wanted to slap him hard for his change of mood.' 'She could easily have slapped her for that remark.'@@@A factor that explains why the New_member joins the Group. ' I enlisted in the Navy because no one else in my family had ever been in it before.'@@@A factor which explains the particular motion or manner of motion of the Self_mover. @@@A factor which explains the particular motion or manner of motion of the Self_mover. 'Streams were forded because there were no bridges over meandering Back Creek.' @@@A factor which explains the particular motion or manner of motion of the Theme. @@@A proposition from which the occurrence of the seeking event follows. 'About 6% of all abortions are sought because either the woman or fetus has medical reasons.'@@@A state of affairs leading to the manipulation.@@@A state of affairs that provides an explanation for the Aiming event. 'They were targeted because they were the most prominent supporters of the establishment.'@@@A state of affairs that provides an explanation for the temporary stay.@@@A state of affairs that the Agent is responding to in bringing about the change in the Entity. 'I didn't change its name because I think it has already got used to it.'@@@A state of affairs that the Agent is responding to in bringing about the change of duration. 'Why would someone cut our time short like that?'@@@A state of affairs that the Agent is responding to in causing the Fluid to move.@@@A state of affairs that the Agent is responding to in performing the action.@@@A state of affairs that the Agent is responding to in performing the action. @@@A state of affairs that the Agent is responding to in performing the action. 'He rent his garment out of the despair that only biblical character can feel.' @@@A state of affairs that the Agent is responding to in performing the action. 'He tore the treaty up out of frustration.' @@@A state of affairs that the Agent is responding to in processing the Material.@@@A state of affairs that the Assailant is responding to that leads them to make an assault on the Victim. 'Gloria attacked Michael for the cause of Justice.' @@@A state of affairs that the Destroyer is responding to in destroying the Undergoer. 'He razed the goddess's temple out of sheer anger.' @@@A state of affairs that the Invader is responding to that leads them to make an assault on the Land. @@@A state of affairs that the Perpetrator is responding to in their Crime. 'Many of the poor commit petty crimes because they have no recourse.' @@@A state-of-affairs from which the accomplishment would be predicted.@@@A state-of-affairs from which the renting logically follows. @@@An event or state of affairs that brings about the improvement of the Entity. @@@Any eventuality or entity which brings about the change of the Entity. 'Smithers became tired from all the work he'd been doing.'@@@Any eventuality or entity which brings about the change of the Entity. 'Smithers went numb from all the work he'd been doing.'@@@Any state of affairs or event from which the particular direction motion logically follows.@@@Explanation denotes a proposition from which the act of abandonment logically follows.@@@Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the state of affairs expressed by the target, but not in all cases. @@@Often, there is a constituent expressing the Explanation for the Judge's judgment which the Executioner is carrying out. It is usually a for-PP. 'He was hanged for his crimes.'@@@Some event or state of affairs that leads to the Theme following the Cotheme.@@@The Explanation denotes a proposition from which event of the Submittor's giving the Documents to the Authority logically follows. 'Two of the establishments submitted the application because they were producing a new product.'@@@The Explanation denotes a proposition from which the creation of the Representation ogically follows. 'Well, I painted the picture because the quarry was visually exciting.'@@@The Explanation denotes a proposition from which the forging event logically follows. @@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows.@@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. @@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the state of affairs expressed by the target, but not in all cases. @@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the target's proposition, but not in all cases.@@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the target's proposition, but not in all cases. @@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the target's proposition, but not in all cases. 'Since the earthquake did so much damage, even the federal government aided in the recovery process.'@@@The Explanation denotes a proposition from which the main clause (headed by the target) logically follows. This often means that the Explanation causes the target's proposition, but not in all cases. I@@@The Explanation denotes a proposition from which the occurrence of the hiding event logically follows.@@@The Explanation denotes a proposition from which the posing event logically follows. 'They posed as patients because the paper's previous attempt at a formal survey met strong resistance.'@@@The Explanation expresses why the Perpetrator commits the kidnapping.@@@The Explanation for creating the text. 'I wrote the article because I would have lost my teaching post otherwise.'@@@The Explanation for putting signature to paper. @@@The Explanation for the Finding. @@@The Explanation for the taking. 'Milton took the champagne out of the ice because it was getting too cold.'@@@The Explanation for the verdict given. 'The jury convicted him on all charges because of the overwhelming evidence against him.'@@@The Explanation for which an Event occurs.@@@The Explanation for which an event occurs.@@@The Explanation for which an intentional act is performed.@@@The Explanation for which the Activity is resumed.@@@The Explanation for which the Agent fills or covers the Goal. 'Samantha covered the table with flowers because she was bored.'@@@The Explanation for which the Donor gives the Theme to the Recipient.@@@The Explanation for which the Employee is terminated. 'North was dismissed for gross mismanagement of funds.'@@@The Explanation for which the Patient changes consistency.@@@The Explanation for which the Supplier gives the Theme to the Recipient. 'Jesus equipped them because if they tried to do it in their own strength they would have understood defeat in a whole new way.'@@@The Explanation for which the event ends.@@@The Explanation for which the manipulation of the Rope takes place. 'Kelly tied her laces around the back of her heel to combat loose shoes.'@@@The Explanation for which the travel is undertaken.@@@The Explanation for why the Process or State is ended.@@@The Explanation identifies the reason for which the Agent releases the Theme. 'The police set the suspect free because he had a good alibi.' @@@The Explanation identifies the reason for which the Captor are releasing the Theme. 'The police released the suspect because he had a good alibi.' @@@The Explanation indicates a state of affairs that the Deformer is responding to in performing the reshaping. @@@The Explanation indicates the reason for which the Patient rots. 'Typically, the front top six teeth will decay because of the way the child has sucked on its bottle.'@@@The Explanation indicates why the Placing occurs.@@@The Explanation is the motivation or explanation for why the Theme departs.@@@The Explanation is the reason for the fluidic motion. 'It flowed from the sheer weight of water above it.'@@@The Explanation is the reason or explanation for why the Event occurs at a different time. @@@The Explanation of the intentional act. We did it for the hell of it.@@@The Explanation refers to the existing eventuality that the Recipient is responding to.@@@The Explanation the Agent takes the risk. 'She risked a disguise since they already had a photo of her.' @@@The FE Explanation expresses any object or eventuality that brings about the Protagonist's death. 'The cat died of old age.' 'The children perished from hunger.' @@@The cause for arranging the Event. 'Marcy made the arrangements this time because Millie was out of town.' @@@The preexisting state of affairs that the Killer is responding to. 'She drowned him for lying.'@@@The reason for which the Operate_vehicle event occurs.@@@The reason the Agent stops the Activity. @@@The reason why or the way in which the Cause causes the Effect.@@@The situation or state-of-affairs that results in the change in quantity described in this instance of the frame. 'Her panic had declined because I spent two hours explaining what you did !'@@@The situation that explains why the (instance of) the event occurred. 'We flew the coop 'cuz we knew pappy was coming home .'@@@The situation that the Perpetrator had in mind which lead to the decision to perpetrate the particular act of piracy. 'He carjacked the Lincoln Towncar instead because it looked ritzier.'@@@The state of affairs that leads to the particular motion that the Self_mover adopts. @@@The state of affairs that the Agent is responding to in desiring the Goal.@@@This FE denotes a proposition from which the event of earning or losing logically follows.@@@This FE denotes a proposition from which the main clause logically follows.@@@This FE denotes a proposition from which the surrendering event logically follows.@@@This FE describes the reason for the state of affairs described by the target. @@@This FE identifies the Explanation for which an event occurs.@@@This FE identifies the Explanation for which an intentional act is performed. Mary woke him because he looked troubled.@@@This FE identifies the Explanation for which avoiding occurs. @@@This FE identifies the Explanation for which the Cognizer chooses the Chosen. 'He chose her for her beauty.'@@@This FE identifies the Explanation for which the Cognizer created the New_idea. 'Wildcom pioneered the use of short wire segments because of rising wire costs.'@@@This FE identifies the Explanation for which the Patient's consistency is changed.</def-root >@@@This FE identifies the Explanation for why a theft occurs. 'Leslie STOLE the watch from Kim because she'd always wanted a Gucci.'@@@This FE identifies the Explanation of an event occur.@@@This FE labels the Explanation of the destruction or disappearance of the Entity. @@@This FE labels the Explanation of the formation of the Entity. 'New clarity coalesced out of the hours spent simulating the climate.'	  A state of affairs that the Agent is responding to in dispersing the Individuals@@@A cause , reason , or other explanation for the enforcing of the Rule .@@@A cause , reason , or other explanation for the implementation of the Plan@@@A fact or action somehow related to the Victim that the Agent responds to by causing harm to the Victim . ' She wanted to slap him hard for his change of mood . ' ' She could easily have slapped her for that remark . '@@@A factor that explains why the New_member joins the Group . ' I enlisted in the Navy because no one else in my family had ever been in it before . '@@@A factor which explains the particular motion or manner of motion of the Self_mover .@@@A factor which explains the particular motion or manner of motion of the Self_mover . ' Streams were forded because there were no bridges over meandering Back Creek . '@@@A factor which explains the particular motion or manner of motion of the Theme .@@@A proposition from which the occurrence of the seeking event follows . ' About 6 % of all abortions are sought because either the woman or fetus has medical reasons . '@@@A state of affairs leading to the manipulation .@@@A state of affairs that provides an explanation for the Aiming event . ' They were targeted because they were the most prominent supporters of the establishment . '@@@A state of affairs that provides an explanation for the temporary stay .@@@A state of affairs that the Agent is responding to in bringing about the change in the Entity . ' I did n't change its name because I think it has already got used to it . '@@@A state of affairs that the Agent is responding to in bringing about the change of duration . ' Why would someone cut our time short like that ? '@@@A state of affairs that the Agent is responding to in causing the Fluid to move .@@@A state of affairs that the Agent is responding to in performing the action .@@@A state of affairs that the Agent is responding to in performing the action .@@@A state of affairs that the Agent is responding to in performing the action . ' He rent his garment out of the despair that only biblical character can feel . '@@@A state of affairs that the Agent is responding to in performing the action . ' He tore the treaty up out of frustration . '@@@A state of affairs that the Agent is responding to in processing the Material .@@@A state of affairs that the Assailant is responding to that leads them to make an assault on the Victim . ' Gloria attacked Michael for the cause of Justice . '@@@A state of affairs that the Destroyer is responding to in destroying the Undergoer . ' He razed the goddess 's temple out of sheer anger . '@@@A state of affairs that the Invader is responding to that leads them to make an assault on the Land .@@@A state of affairs that the Perpetrator is responding to in their Crime . ' Many of the poor commit petty crimes because they have no recourse . '@@@A state - of - affairs from which the accomplishment would be predicted .@@@A state - of - affairs from which the renting logically follows .@@@An event or state of affairs that brings about the improvement of the Entity .@@@Any eventuality or entity which brings about the change of the Entity . ' Smithers became tired from all the work he 'd been doing . '@@@Any eventuality or entity which brings about the change of the Entity . ' Smithers went numb from all the work he 'd been doing . '@@@Any state of affairs or event from which the particular direction motion logically follows .@@@Explanation denotes a proposition from which the act of abandonment logically follows .@@@Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows . This often means that the Explanation causes the state of affairs expressed by the target , but not in all cases .@@@Often , there is a constituent expressing the Explanation for the Judge 's judgment which the Executioner is carrying out . It is usually a for - PP . ' He was hanged for his crimes . '@@@Some event or state of affairs that leads to the Theme following the Cotheme .@@@The Explanation denotes a proposition from which event of the Submittor 's giving the Documents to the Authority logically follows . ' Two of the establishments submitted the application because they were producing a new product . '@@@The Explanation denotes a proposition from which the creation of the Representation ogically follows . ' Well , I painted the picture because the quarry was visually exciting . '@@@The Explanation denotes a proposition from which the forging event logically follows .@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows .@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows .@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows . This often means that the Explanation causes the state of affairs expressed by the target , but not in all cases .@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows . This often means that the Explanation causes the target 's proposition , but not in all cases .@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows . This often means that the Explanation causes the target 's proposition , but not in all cases .@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows . This often means that the Explanation causes the target 's proposition , but not in all cases . ' Since the earthquake did so much damage , even the federal government aided in the recovery process . '@@@The Explanation denotes a proposition from which the main clause ( headed by the target ) logically follows . This often means that the Explanation causes the target 's proposition , but not in all cases . I@@@The Explanation denotes a proposition from which the occurrence of the hiding event logically follows .@@@The Explanation denotes a proposition from which the posing event logically follows . ' They posed as patients because the paper 's previous attempt at a formal survey met strong resistance . '@@@The Explanation expresses why the Perpetrator commits the kidnapping .@@@The Explanation for creating the text . ' I wrote the article because I would have lost my teaching post otherwise . '@@@The Explanation for putting signature to paper .@@@The Explanation for the Finding .@@@The Explanation for the taking . ' Milton took the champagne out of the ice because it was getting too cold . '@@@The Explanation for the verdict given . ' The jury convicted him on all charges because of the overwhelming evidence against him . '@@@The Explanation for which an Event occurs .@@@The Explanation for which an event occurs .@@@The Explanation for which an intentional act is performed .@@@The Explanation for which the Activity is resumed .@@@The Explanation for which the Agent fills or covers the Goal . ' Samantha covered the table with flowers because she was bored . '@@@The Explanation for which the Donor gives the Theme to the Recipient .@@@The Explanation for which the Employee is terminated . ' North was dismissed for gross mismanagement of funds . '@@@The Explanation for which the Patient changes consistency .@@@The Explanation for which the Supplier gives the Theme to the Recipient . ' Jesus equipped them because if they tried to do it in their own strength they would have understood defeat in a whole new way . '@@@The Explanation for which the event ends .@@@The Explanation for which the manipulation of the Rope takes place . ' Kelly tied her laces around the back of her heel to combat loose shoes . '@@@The Explanation for which the travel is undertaken .@@@The Explanation for why the Process or State is ended .@@@The Explanation identifies the reason for which the Agent releases the Theme . ' The police set the suspect free because he had a good alibi . '@@@The Explanation identifies the reason for which the Captor are releasing the Theme . ' The police released the suspect because he had a good alibi . '@@@The Explanation indicates a state of affairs that the Deformer is responding to in performing the reshaping .@@@The Explanation indicates the reason for which the Patient rots . ' Typically , the front top six teeth will decay because of the way the child has sucked on its bottle . '@@@The Explanation indicates why the Placing occurs .@@@The Explanation is the motivation or explanation for why the Theme departs .@@@The Explanation is the reason for the fluidic motion . ' It flowed from the sheer weight of water above it . '@@@The Explanation is the reason or explanation for why the Event occurs at a different time .@@@The Explanation of the intentional act . We did it for the hell of it .@@@The Explanation refers to the existing eventuality that the Recipient is responding to .@@@The Explanation the Agent takes the risk . ' She risked a disguise since they already had a photo of her . '@@@The FE Explanation expresses any object or eventuality that brings about the Protagonist 's death . ' The cat died of old age . ' ' The children perished from hunger . '@@@The cause for arranging the Event . ' Marcy made the arrangements this time because Millie was out of town . '@@@The preexisting state of affairs that the Killer is responding to . ' She drowned him for lying . '@@@The reason for which the Operate_vehicle event occurs .@@@The reason the Agent stops the Activity .@@@The reason why or the way in which the Cause causes the Effect .@@@The situation or state - of - affairs that results in the change in quantity described in this instance of the frame . ' Her panic had declined because I spent two hours explaining what you did ! '@@@The situation that explains why the ( instance of ) the event occurred . ' We flew the coop 'cuz we knew pappy was coming home . '@@@The situation that the Perpetrator had in mind which lead to the decision to perpetrate the particular act of piracy . ' He carjacked the Lincoln Towncar instead because it looked ritzier . '@@@The state of affairs that leads to the particular motion that the Self_mover adopts .@@@The state of affairs that the Agent is responding to in desiring the Goal .@@@This FE denotes a proposition from which the event of earning or losing logically follows .@@@This FE denotes a proposition from which the main clause logically follows .@@@This FE denotes a proposition from which the surrendering event logically follows .@@@This FE describes the reason for the state of affairs described by the target .@@@This FE identifies the Explanation for which an event occurs .@@@This FE identifies the Explanation for which an intentional act is performed . Mary woke him because he looked troubled .@@@This FE identifies the Explanation for which avoiding occurs .@@@This FE identifies the Explanation for which the Cognizer chooses the Chosen . ' He chose her for her beauty . '@@@This FE identifies the Explanation for which the Cognizer created the New_idea . ' Wildcom pioneered the use of short wire segments because of rising wire costs . '@@@This FE identifies the Explanation for which the Patient 's consistency is changed.</def - root >@@@This FE identifies the Explanation for why a theft occurs . ' Leslie STOLE the watch from Kim because she 'd always wanted a Gucci . '@@@This FE identifies the Explanation of an event occur .@@@This FE labels the Explanation of the destruction or disappearance of the Entity .@@@This FE labels the Explanation of the formation of the Entity . ' New clarity coalesced out of the hours spent simulating the climate . '
External_cause	External_cause is something in the external environment that causes the Self_mover to move. 'They danced at the sound of her voice.'@@@External_cause is something in the external environment that causes the Self_mover to move. 'They fled at the sound of her voice.'	External_cause is something in the external environment that causes the Self_mover to move . ' They danced at the sound of her voice . '@@@External_cause is something in the external environment that causes the Self_mover to move . ' They fled at the sound of her voice . '
Fact	A piece of information that the Student is informed of by the Teacher. 'When I was two she taught me that a quarter was 25 cents and a dime was 10 cents.'	A piece of information that the Student is informed of by the Teacher . ' When I was two she taught me that a quarter was 25 cents and a dime was 10 cents . '
Factory	Factory identifies the particular plant where the Product is manufactured. 'Those machines were manufactured in the Miami plant.' 	Factory identifies the particular plant where the Product is manufactured . ' Those machines were manufactured in the Miami plant . '
Fastener	This FE identifies the fastener that the agent manipulates. 'Marcus tied his shoe with the neon-green shoelaces.'	This FE identifies the fastener that the agent manipulates . ' Marcus tied his shoe with the neon - green shoelaces . '
Fidelity	The way in which the Copy matches or does not match the Original. 'I made a half-size copy.'@@@The way in which the Forgery does or does not match the Standard. 'What I don't know is why she tried to forge it half-size.'	The way in which the Copy matches or does not match the Original . ' I made a half - size copy . '@@@The way in which the Forgery does or does not match the Standard . ' What I do n't know is why she tried to forge it half - size . '
Field	The Field is the general domain of endeavor to which the Cognizer is contributing and of which the New_idea is a part. 'These photochemical techniques were pioneered in broadcasting.'@@@The Field that the Employee is going to work in for their Employer. 'It's not easy to get hired in academia.' 	The Field is the general domain of endeavor to which the Cognizer is contributing and of which the New_idea is a part . ' These photochemical techniques were pioneered in broadcasting . '@@@The Field that the Employee is going to work in for their Employer . ' It 's not easy to get hired in academia . '
Fight	The violent activity. 'I couldn't help but watch as several bruised people reentered the melee.'	The violent activity . ' I could n't help but watch as several bruised people reentered the melee . '
Final_category	The category that the Entity belongs to after it has undergone the change. 'The radical message of the cross transformed Saul of Tarsus and changed him from a persecutor of Christians to a tender believer.'@@@The category that the Entity ends up in after the change. 'He never could understand how she ended up an evangelist.'@@@The category that the Entity ends up in after the change. Typically, this entails taking on a number of new characteristics. 'He never could understand how she ended up an evangelist.'@@@The type of Entity that results from the change.@@@The type of Entity that results from the change. 'His smile transformed into a frown .'	The category that the Entity belongs to after it has undergone the change . ' The radical message of the cross transformed Saul of Tarsus and changed him from a persecutor of Christians to a tender believer . '@@@The category that the Entity ends up in after the change . ' He never could understand how she ended up an evangelist . '@@@The category that the Entity ends up in after the change . Typically , this entails taking on a number of new characteristics . ' He never could understand how she ended up an evangelist . '@@@The type of Entity that results from the change .@@@The type of Entity that results from the change . ' His smile transformed into a frown . '
Final_correlate	The value, location, or state-of-affairs that corresponds to the Final_value of the Attribute. 'From Monterrey to southern Oregon, tree height increases steadily in this species to a stunning 50 meters.'	The value , location , or state - of - affairs that corresponds to the Final_value of the Attribute . ' From Monterrey to southern Oregon , tree height increases steadily in this species to a stunning 50 meters . '
Final_element	The type of Element that results from the process.	The type of Element that results from the process .
Final_quality	A description of a characteristic of the Entity after the change. 'Suddenly , she became impatient .' @@@The quality of the Attribute that results from the change. 'Its color changed from red to blue.'@@@The quality of the Entity after the change. 'Everything 's going wrong!'@@@The quality that the Entity has at the end of the event. 'Everything 's going wrong!'	A description of a characteristic of the Entity after the change . ' Suddenly , she became impatient . '@@@The quality of the Attribute that results from the change . ' Its color changed from red to blue . '@@@The quality of the Entity after the change . ' Everything 's going wrong ! '@@@The quality that the Entity has at the end of the event . ' Everything 's going wrong ! '
Final_situation	The Entity's situation after the change. 'My father got to where he did in the business through instinct and entrepreneurialism.'@@@The Entity's situation that results from the change. 'Tests went from taking three hours to needing less than one .'	The Entity 's situation after the change . ' My father got to where he did in the business through instinct and entrepreneurialism . '@@@The Entity 's situation that results from the change . ' Tests went from taking three hours to needing less than one . '
Final_state	A description that presents the Item's state after the change in the Attribute's value as an independent predication. 'It was never bad (1 or 2 seizures a year), but this past decade, it has increased to having them 1 day a month and on that 1 day I have 6 or 7 seizures.'	A description that presents the Item 's state after the change in the Attribute 's value as an independent predication . ' It was never bad ( 1 or 2 seizures a year ) , but this past decade , it has increased to having them 1 day a month and on that 1 day I have 6 or 7 seizures . '
Final_subevent	The Final_subevent of an event. 'The peace march stopped with a prayer.'@@@The Final_subevent of an event.'The peace march ended with a prayer.'	The Final_subevent of an event . ' The peace march stopped with a prayer . '@@@The Final_subevent of an event . 'The peace march ended with a prayer . '
Final_temperature	The temperature of the Item after the event.	The temperature of the Item after the event .
Final_value	The position on the scale where the Item ends up. 'Microsoft shares fell to 7 5/8.'@@@The value that the Attribute assumes as a result of the change that the Entity is caused to undergo. 'We changed the size from 8 1/2x11 to a larger 11 x 17 and gave it a complete graphical makeover. '	The position on the scale where the Item ends up . ' Microsoft shares fell to 7 5/8 . '@@@The value that the Attribute assumes as a result of the change that the Entity is caused to undergo . ' We changed the size from 8 1/2x11 to a larger 11 x 17 and gave it a complete graphical makeover . '
Finding	This FE identifies the outcome of the Authority's deliberation or consideration. 'Miss Mahmod's father ruled that she would never marry him.'@@@This FE identifies the outcome of the Judge's deliberation or consideration. Many LUs in this frame incorporate this FE. 	This FE identifies the outcome of the Authority 's deliberation or consideration . ' Miss Mahmod 's father ruled that she would never marry him . '@@@This FE identifies the outcome of the Judge 's deliberation or consideration . Many LUs in this frame incorporate this FE .
Fine	The money given to expiate some debt for transgression. 'Pat paid 14 dollars in fines.' 	The money given to expiate some debt for transgression . ' Pat paid 14 dollars in fines . '
Firearm	The device used by the Agent to cause the motion of the Projectile.	The device used by the Agent to cause the motion of the Projectile .
Fixed_location	The point or set of points that define the limits of motion for the Theme. For spinning motions, it is the axis, for vibrating it is a boundary, for swinging it is a point. 'She twirled around him several times.' 'Balls spin on their axes .' 'The window vibrated in the frame.' 'He swung by a single handhold.'	The point or set of points that define the limits of motion for the Theme . For spinning motions , it is the axis , for vibrating it is a boundary , for swinging it is a point . ' She twirled around him several times . ' ' Balls spin on their axes . ' ' The window vibrated in the frame . ' ' He swung by a single handhold . '
